action,proto,source,src_port,direction,destination,dst_port,msg,options,options_signature
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-OBFUSCATION Javascript obfuscation - split - seen in IFRAMEr Tool attack""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""ps=|22|split|22 3B|asd=function()""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-OBFUSCATION Javascript obfuscation - seen in IFRAMEr Tool attack""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""aq=|22|0x|22 3B|ff=String|3B|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain goobzo.com - Kazy Trojan""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|06|goobzo|03|com|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Kazy variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'content', 'content', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['>90']), ('http_uri', ''), ('content', ['""/p.ashx?prd=""', 'fast_pattern']), ('content', ['""&pixGuid=""', 'distance 0']), ('content', ['""&ver=""', 'distance 0']), ('content', ['""&rnd=""', 'distance 0']), ('http_header', ''), ('content', ['!""Accept""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Kazy variant outbound connection""","['flow', 'content', 'http_header', 'content', 'content', 'content', 'pkt_data', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['"".exe HTTP/1.1|0D 0A|User-Agent: Mozilla/""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""|3B| MSIE ""']), ('content', ['!""Accept""']), ('content', ['""|29 0D 0A|Host: ""', 'distance 0']), ('pkt_data', ''), ('pcre', ['""/^GET\\x20\\x2f[a-z]{1', '12}\\.exe\\x20HTTP\\x2f1\\.1\\r\\nUser\\x2dAgent\\x3a\\x20Mozilla\\x2f[\\x20-\\x7e]{10', '100}\\)\\r\\nHost\\x3a\\x20[a-z0-9\\x2e\\x2d]{6', '32}\\r\\nConnection\\x3a\\x20Keep\\x2dAlive\\r\\n\\r\\n$/""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-OBFUSCATION Javascript obfuscation - createElement - seen in IFRAMEr Tool attack""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""|22|c|22|+|22|r|22 3A|2+|22|e|22|+|22|a|22|+|22|t|22|+|22|e|22|+|22|E|22|+|22|l|22|+|22|e|22|+|22|m|22|+((f)?|22|e|22|+|22|n|22|+|22|t|22 3A 22 22|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""INDICATOR-OBFUSCATION Javascript obfuscation - fromCharCode - seen in IFRAMEr Tool attack""","['flow', 'file_data', 'content', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""|22|fr|22|+|22|omCh|22|+|22|arCo|22|+|22|de|22|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""EXPLOIT-KIT Glazunov exploit kit landing page""","['flow', 'file_data', 'content', 'content', 'content', 'content', 'pcre', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""= |22|applet|22 3B 20|""']), ('content', ['""= |22|object|22 3B 20|""', 'within 50']), ('content', ['""=|27|param|27 3B 20|""', 'within 50']), ('content', ['"".zip|27 3B| </script>""', 'distance 0']), ('pcre', ['""/\\/\\d+\\/\\d\\.zip\\x27\\x3b/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Glazunov exploit kit outbound jnlp download attempt""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['15']), ('http_uri', ''), ('content', ['"".jnlp""', 'fast_pattern']), ('http_header', ''), ('content', ['"" Java/1.""']), ('http_uri', ''), ('pcre', ['""/\\/[a-z0-9]{9}\\.jnlp$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Glazunov exploit kit zip file download""","['flow', 'http_uri', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['"".zip""', 'fast_pattern']), ('http_header', ''), ('content', ['"" Java/1.""']), ('http_uri', ''), ('pcre', ['""/^\\/\\d+\\/\\d\\.zip$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,1039,"""MALWARE-CNC Win.Trojan.Symmi variant SQL check-in""","['flow', 'content']","[('flow', ['to_server', 'established']), ('content', ['""s|00|e|00|l|00|e|00|c|00|t|00| |00|v|00|e|00|r|00|i|00|f|00|i|00|c|00|a|00|n|00|d|00|o|00| |00|f|00|r|00|o|00|m|00| |00|v|00|e|00|r|00|i|00|f|00|i|00|c|00|a|00|n|00|d|00|o|00| |00|w|00|h|00|e|00|r|00|e|00| |00|i|00|d|00|_|00|p|00|c|00|=|00|""', 'fast_pattern', 'nocase'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""EXPLOIT-KIT Sakura exploit kit exploit payload retrieve attempt""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['<25']), ('http_uri', ''), ('content', ['"".ld""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['"" Java/1.""']), ('http_uri', ''), ('pcre', ['""/^\\/\\d+\\.ld$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC DeputyDog diskless method outbound connection""","['flow', 'http_header', 'content', 'http_method', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent: lynx|0D 0A|""', 'fast_pattern', 'nocase']), ('http_method', ''), ('content', ['""POST""']), ('http_uri', ''), ('pcre', ['""/^\\x2f[0-9a-f]+$/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,"['$HTTP_PORTS', 443]","""MALWARE-CNC Win.Trojan.Asprox/Kuluoz variant connection""","['flow', 'content', 'content', 'content', 'content', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('content', ['""User-Agent: Mozilla/5.0 (Windows NT 6.1|3B| WOW64|3B| rv:23.0) Gecko/20100101 Firefox/23.0""']), ('content', ['""Content-Disposition: form-data|3B| name=|22|key|22 3B| filename=|22|key.bin|22|""', 'fast_pattern', 'nocase']), ('content', ['""Content-Disposition: form-data|3B| name=|22|data|22 3B| filename=|22|data.bin|22|""']), ('content', ['""Content-Type: multipart/form-data|3B| boundary=""']), ('pcre', ['""/POST\\s\\/[A-F0-9]{42}\\s/""']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain lovesyr.sytes.net - Win.Worm Dunhihi""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|07|lovesyr|05|sytes|03|net|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.ZeroAccess Download Headers""","['flow', 'http_raw_uri', 'bufferlen', 'http_header', 'content', 'pkt_data', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['5<=>14']), ('http_header', ''), ('content', ['""|0D 0A|Accept: */*|0D 0A|Accept-Encoding: identity', ' *|3B|q=0|0D 0A|Connection: close|0D 0A|User-Agent: ""', 'fast_pattern', 'nocase']), ('pkt_data', ''), ('content', ['"".exe HTTP/1.0|0D 0A|Host: ""']), ('http_uri', ''), ('pcre', ['""/^\\x2f[a-z\\d]{1', '8}\\.exe$/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Conficker variant outbound connection""","['flow', 'dsize', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('dsize', ['146']), ('http_raw_uri', ''), ('bufferlen', ['1']), ('pkt_data', ''), ('content', ['""GET / HTTP/1.1|0D 0A|User-Agent: Mozilla/4.0 (compatible|3B| MSIE 7.0|3B| Windows NT 5.1|3B| Trident/4.0)|0D 0A|Host: checkip.dyndns.org|0D 0A|Cache-Control: no-cache|0D 0A 0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Conficker variant outbound connection""","['flow', 'dsize', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('dsize', ['139']), ('http_raw_uri', ''), ('bufferlen', ['1']), ('pkt_data', ''), ('content', ['""GET / HTTP/1.1|0D 0A|User-Agent: Mozilla/4.0 (compatible|3B| MSIE 7.0|3B| Windows NT 5.1|3B| Trident/4.0)|0D 0A|Host: www.ask.com|0D 0A|Cache-Control: no-cache|0D 0A 0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,udp,$EXTERNAL_NET,2425,unidirectional,$HOME_NET,2425,"""INDICATOR-SCAN inbound probing for IPTUX messenger port ""","['flow', 'content', 'content']","[('flow', ['to_server']), ('content', ['""iptux""', 'depth 5', 'offset 2']), ('content', ['""lws|3A|lws""', 'within 7', 'distance 9'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /main.htm GET Encrypted Payload""","['flow', 'http_raw_uri', 'bufferlen', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['9']), ('http_method', ''), ('content', ['""GET""']), ('http_uri', ''), ('content', ['""/main.htm""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['!""Referer""']), ('content', ['!""Accept""']), ('http_client_body', ''), ('pcre', ['""/[^\\r -~\\n]{4}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Fareit variant outbound connection - /online.htm GET Encrypted Payload""","['flow', 'http_raw_uri', 'bufferlen', 'http_method', 'content', 'http_uri', 'content', 'http_header', 'content', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['11']), ('http_method', ''), ('content', ['""GET""']), ('http_uri', ''), ('content', ['""/online.htm""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['!""Referer""']), ('content', ['!""Accept""']), ('http_client_body', ''), ('pcre', ['""/[^\\r -~\\n]{4}/""']), ('service', ['http'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,1434,"""MALWARE-OTHER SQL Slammer worm propagation attempt inbound""","['flow', 'content', 'content', 'content', 'content']","[('flow', ['to_server']), ('content', ['""|04|""', 'depth 1']), ('content', ['""Qh.dll""', 'fast_pattern', 'nocase']), ('content', ['""sock""']), ('content', ['""send""'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,53,"""PROTOCOL-DNS DNS query amplification attempt""","['flow', 'content', 'content', 'byte_test', 'content', 'byte_test', 'service']","[('flow', ['to_server']), ('content', ['""|00 01|""', 'depth 2', 'offset 4']), ('content', ['""|00 01|""', 'within 2', 'distance 4']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|00 00 FF 00 01 00 00 29|""']), ('byte_test', ['2', '>', '0x7FFF', '0', 'relative']), ('service', ['dns'])]"
alert,udp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,53,"""PROTOCOL-DNS Malformed DNS query with HTTP content""","['flow', 'content', 'content', 'service']","[('flow', ['to_server']), ('content', ['""|54 20|""', 'fast_pattern', 'nocase']), ('content', ['""GET |2F| HTTP""']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Zeus outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'content', 'http_header', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['1']), ('pkt_data', ''), ('content', ['""GET / HTTP/1.1|0D 0A|Accept: */*|0D 0A|Accept-Language:""', 'depth 45']), ('content', ['""|0D 0A|Connection: Close|0D 0A 0D 0A|""', 'fast_pattern']), ('http_header', ''), ('content', ['""google.com|0D 0A|""']), ('content', ['""|3B 20|MSIE|20|""']), ('content', ['!""Accept-Encoding: ""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Bancos outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_header', 'content', 'http_uri', 'content', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['17<=>27']), ('http_header', ''), ('content', ['""ip-who-is.com|0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('content', ['""/locate-ip/""', 'depth 11']), ('http_header', ''), ('content', ['""User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Injector inbound connection""","['flow', 'file_data', 'content', 'pcre', 'service']","[('flow', ['to_client', 'established']), ('file_data', ''), ('content', ['""UPDATE|7C|""', 'depth 7']), ('pcre', ['""/^UPDATE\\|[0-9]\\.[0-9]\\.[0-9]\\|[A-F0-9]{48}\\|{3}$/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Injector outbound connection""","['flow', 'http_client_body', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""|0D 0A 0D 0A|&nome=""', 'fast_pattern', 'nocase']), ('content', ['""conteudo=""', 'depth 9']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,2090,"""MALWARE-CNC Win.Trojan.Palevo outbound connection""","['flow', 'dsize', 'content']","[('flow', ['to_server']), ('dsize', ['21']), ('content', ['""|00 00|""', 'depth 2', 'offset 19'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""INDICATOR-COMPROMISE potential malware download - single digit .exe file download""","['flow', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['6']), ('pkt_data', ''), ('content', ['"".exe""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/\\/[a-z0-9]\\.exe$/i""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Injector variant outbound connection""","['flow', 'http_raw_uri', 'bufferlen', 'pkt_data', 'content', 'http_header', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['9']), ('pkt_data', ''), ('content', ['""/load.exe HTTP/1.1|0D 0A|User-Agent: Mozilla/""', 'fast_pattern', 'nocase']), ('http_header', ''), ('content', ['""|3B 20|MSIE|20|""']), ('content', ['"")|0D 0A|Host: ""', 'distance 0']), ('content', ['!""Accept""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,$HTTP_PORTS,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Trojan.Dofoil inbound connection""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_client', 'established']), ('http_header', ''), ('content', ['""|3B 20|filename=exe.exe|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Zeus variant outbound connection - MSIE7 No Referer No Cookie""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'pcre', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['1']), ('http_uri', ''), ('content', ['""|2F|""']), ('http_header', ''), ('pcre', ['""/\\r\\nHost\\x3A\\s+[^\\r\\n]*?[bcdfghjklmnpqrstvwxyz]{5', '}[^\\r\\n]*?\\x2Ebiz\\r\\n/i""']), ('content', ['!""|0A|Referer|3A|""']), ('content', ['!""|0A|Cookie|3A|""']), ('content', ['""|3B 20|MSIE|20|7.0|3B 20|""']), ('content', ['""|2E|biz|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Gozi/Neverquest variant outbound connection""","['flow', 'http_uri', 'content', 'http_client_body', 'content', 'http_header', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/post.aspx?forumID=""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('content', ['""|0D 0A|URL: http""', 'depth 11', 'offset 17']), ('http_header', ''), ('content', ['!""Accept""']), ('http_client_body', ''), ('pcre', ['""/^(?!\\d{17}|[A-F]{17})[A-F0-9]{17}/""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Gozi/Neverquest variant outbound connection""","['flow', 'http_uri', 'content', 'http_client_body', 'content', 'http_header', 'content', 'http_client_body', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""forumdisplay.php?fid=""', 'fast_pattern', 'nocase']), ('http_client_body', ''), ('content', ['""id=""', 'depth 3']), ('http_header', ''), ('content', ['!""Accept""']), ('http_client_body', ''), ('pcre', ['""/^id\\x3d[A-F\\d]{32}(\\x26info\\x3d[A-F\\d]{24})?$/""']), ('service', ['http'])]"
alert,tcp,any,any,unidirectional,any,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user-agent string - Linux.Trojan.Zollard""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| Zollard|0D 0A|""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""BLACKLIST User-Agent known malicious user-agent z00sAgent - Win.Trojan.Zbot""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""User-Agent|3A| z00sAgent""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,58455,"""MALWARE-BACKDOOR Zollard variant outbound connection attempt""","['flow', 'content', 'service']","[('flow', ['to_server', 'established']), ('content', ['"".zollard/""', 'fast_pattern', 'nocase']), ('service', ['telnet'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Symmi variant network connectivity check""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Host: bit.ly|0D 0A|Accept: text/html', ' */*|0D 0A|Accept-Encoding: identity|0D 0A|User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,80,"""MALWARE-CNC Win.Trojan.Symmi variant network connectivity check""","['flow', 'http_header', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""Host: bitly.com|0D 0A|Accept: text/html', ' */*|0D 0A|Accept-Encoding: identity|0D 0A|User-Agent: Mozilla/3.0 (compatible|3B| Indy Library)""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Fakeav variant outbound data connection""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'http_header', 'content', 'http_uri', 'pcre', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['>150']), ('http_uri', ''), ('content', ['""/?""', 'depth 2']), ('http_header', ''), ('content', ['""Firefox/4.0b8pre|0D 0A|""', 'fast_pattern', 'nocase']), ('http_uri', ''), ('pcre', ['""/^\\/\\?[a-z0-9]{2}\\=[a-z1-9]{100}/si""']), ('service', ['http'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain appropriations.co.cc""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|0E|appropriations|02|co|02|cc|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain havingbeothers.co.cc""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|0E|havingbeothers|02|co|02|cc|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Rovnix malicious download""","['flow', 'http_uri', 'content', 'content', 'content', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/config.php?""', 'fast_pattern', 'nocase']), ('content', ['""version=""']), ('content', ['""user=""']), ('content', ['""server=""']), ('content', ['""id=""']), ('content', ['""crc=""']), ('content', ['""id=""']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""INDICATOR-COMPROMISE exe.exe download""","['flow', 'http_raw_uri', 'bufferlen', 'http_uri', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_raw_uri', ''), ('bufferlen', ['>7']), ('http_uri', ''), ('content', ['""/exe.exe""', 'fast_pattern', 'nocase']), ('service', ['http'])]"
alert,udp,$EXTERNAL_NET,53,unidirectional,$HOME_NET,any,"""BLACKLIST DNS reverse lookup response to malicious domain .dataclub.biz - Win.Trojan.Bunitu.G""","['flow', 'content', 'service']","[('flow', ['to_client']), ('content', ['""|08|dataclub|03|biz""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request to suspicious domain ns0.pollosm.me.uk - Win.Trojan.Bunitu.G""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|03|ns0|07|pollosm|02|me|02|uk|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,53,"""BLACKLIST DNS request to suspicious domain ns1.pollosm.me.uk - Win.Trojan.Bunitu.G""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|03|ns1|07|pollosm|02|me|02|uk|00|""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,udp,$HOME_NET,any,unidirectional,any,53,"""BLACKLIST DNS request for known malware domain fenhelua.com""","['flow', 'byte_test', 'content', 'service']","[('flow', ['to_server']), ('byte_test', ['1', '!&', '0xF8', '2']), ('content', ['""|08|fenhelua|03|com""', 'fast_pattern', 'nocase']), ('service', ['dns'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Alurewo outbound connection""","['flow', 'http_uri', 'content', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_uri', ''), ('content', ['""/cmd?version=""', 'fast_pattern', 'nocase']), ('content', ['""&aid=""']), ('content', ['""&id=""', 'distance 0']), ('content', ['""&os=""', 'within 4', 'distance 36']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Agent.DF - Data Exfiltration""","['flow', 'http_client_body', 'content', 'content', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_client_body', ''), ('content', ['""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|""', 'fast_pattern', 'nocase']), ('content', ['""|0D 0A|TP=""']), ('content', ['""|0D 0A|LGSN=""', 'distance 0']), ('service', ['http'])]"
alert,tcp,$HOME_NET,any,unidirectional,$EXTERNAL_NET,$HTTP_PORTS,"""MALWARE-CNC Win.Trojan.Agent.DF - User-Agent Missing Bracket""","['flow', 'http_header', 'content', 'pkt_data', 'content', 'service']","[('flow', ['to_server', 'established']), ('http_header', ''), ('content', ['""|3B 20|Windows NT 5.0|0D 0A|Host:""', 'fast_pattern', 'nocase']), ('pkt_data', ''), ('content', ['"" HTTP/1.1|0D 0A|Connection: Keep-Alive|0D 0A|Accept: */*|0D 0A|User-Agent: Mozilla/""']), ('service', ['http'])]"
alert,tcp,$EXTERNAL_NET,any,unidirectional,$HOME_NET,any,"""MALWARE-CNC Win.Worm.Steckt IRCbot requesting URL through IRC""","['flow', 'content', 'content', 'service']","[('flow', ['to_client', 'established']), ('content', ['""JOIN |3A|""']), ('content', ['""!dl http://""', 'fast_pattern', 'nocase']), ('service', ['irc'])]"
